trip_id,driver_id,date,day_of_week,week_number,stop_id,stop_sequence,daily_stop_count,visit_hour,visit_duration_min,latitude,longitude,area,priority,traffic_category,traffic_multiplier,is_rush_hour,speed_kmh,route_efficiency_score
T00045,D02,2025-09-03,2,36,S042,1,4,15,30,17.42152,78.406019,Jubilee Hills,high,0,1.0,0,44.8,0.7557
T00046,D02,2025-09-03,2,36,S028,2,4,15,36,17.460676,78.461678,SR Nagar,high,2,1.8,0,43.7,0.5616
T00047,D02,2025-09-03,2,36,S009,3,4,15,11,17.420552,78.440427,Ameerpet,low,0,1.0,0,48.0,0.5904
T00048,D02,2025-09-04,3,36,S042,0,5,8,22,17.42152,78.406019,Jubilee Hills,high,2,1.8,1,37.4,0.829
T00049,D02,2025-09-04,3,36,S005,1,5,8,25,17.436781,78.346868,Gachibowli,high,1,1.3,1,46.3,0.7366
T00050,D02,2025-09-04,3,36,S050,2,5,8,26,17.441054,78.483686,Begumpet,high,0,1.0,1,51.2,0.7434
T00051,D02,2025-09-04,3,36,S003,3,5,8,17,17.45072,78.355071,Hitech City,high,0,1.0,1,48.3,0.5722
T00052,D02,2025-09-04,3,36,S049,4,5,8,29,17.454455,78.462648,Ameerpet,medium,1,1.3,1,41.4,0.399
T00053,D02,2025-09-05,4,36,S026,0,7,11,29,17.455511,78.376082,Madhapur,medium,0,1.0,0,50.4,0.7242
T00054,D02,2025-09-05,4,36,S046,1,7,11,12,17.435908,78.389445,Madhapur,high,2,1.8,0,35.1,0.7234
T00055,D02,2025-09-05,4,36,S013,2,7,11,33,17.388011,78.443607,Mehdipatnam,low,1,1.3,0,47.1,0.5421
T00056,D02,2025-09-05,4,36,S005,3,7,11,41,17.436781,78.346868,Gachibowli,high,1,1.3,0,45.0,0.6035
T00057,D02,2025-09-05,4,36,S038,4,7,11,39,17.387861,78.540641,Uppal,high,2,1.8,0,37.5,0.6293
T00058,D02,2025-09-05,4,36,S045,5,7,11,27,17.422425,78.358029,Gachibowli,high,2,1.8,0,35.3,0.5486
T00059,D02,2025-09-05,4,36,S054,6,7,11,40,17.385738,78.412244,Tolichowki,low,2,1.8,0,32.9,0.3867
T00060,D03,2025-09-01,0,36,S055,0,6,11,34,17.402114,78.404109,Manikonda,high,1,1.3,0,31.8,0.8211
T00061,D03,2025-09-01,0,36,S016,1,6,11,30,17.414185,78.345971,Nanakramguda,high,1,1.3,0,31.5,0.8467
T00062,D03,2025-09-01,0,36,S054,2,6,11,27,17.385738,78.412244,Tolichowki,low,1,1.3,0,32.5,0.6317
T00063,D03,2025-09-01,0,36,S006,3,6,11,22,17.456226,78.38511,Madhapur,high,1,1.3,0,34.7,0.6516
T00064,D03,2025-09-01,0,36,S018,4,6,11,40,17.393739,78.577516,Uppal,medium,1,1.3,0,33.1,0.5164
T00065,D03,2025-09-01,0,36,S029,5,6,11,11,17.451067,78.449007,Ameerpet,high,1,1.3,0,32.4,0.5589
T00066,D03,2025-09-02,1,36,S043,0,6,13,45,17.430977,78.371042,Hitech City,medium,1,1.3,0,31.8,0.72
T00067,D03,2025-09-02,1,36,S038,1,6,13,27,17.387861,78.540641,Uppal,high,1,1.3,0,29.8,0.8314
T00068,D03,2025-09-02,1,36,S024,2,6,13,44,17.471983,78.356486,Kondapur,medium,1,1.3,0,32.6,0.7107
T00069,D03,2025-09-02,1,36,S031,3,6,13,22,17.443858,78.497844,Secunderabad,medium,1,1.3,0,31.3,0.5988
T00070,D03,2025-09-02,1,36,S036,4,6,13,43,17.433918,78.34896,Nanakramguda,low,2,1.8,0,30.6,0.4638
T00071,D03,2025-09-02,1,36,S034,5,6,13,22,17.388436,78.418711,Tolichowki,high,2,1.8,0,26.4,0.4382
T00072,D03,2025-09-03,2,36,S009,0,8,15,10,17.420552,78.440427,Ameerpet,low,0,1.0,0,36.7,0.8148
T00073,D03,2025-09-03,2,36,S018,1,8,15,38,17.393739,78.577516,Uppal,medium,1,1.3,0,26.4,0.6543
T00074,D03,2025-09-03,2,36,S003,2,8,15,17,17.45072,78.355071,Hitech City,high,2,1.8,0,33.8,0.7755
T00075,D03,2025-09-03,2,36,S004,3,8,15,14,17.460514,78.340661,Kondapur,low,1,1.3,0,26.6,0.5342
T00076,D03,2025-09-03,2,36,S036,4,8,15,29,17.433918,78.34896,Nanakramguda,low,2,1.8,0,25.1,0.4281
T00077,D03,2025-09-03,2,36,S019,5,8,15,45,17.375018,78.519925,Dilsukhnagar,medium,0,1.0,0,34.4,0.6081
T00078,D03,2025-09-03,2,36,S045,6,8,15,43,17.422425,78.358029,Gachibowli,high,0,1.0,0,29.9,0.5761
T00079,D03,2025-09-03,2,36,S060,7,8,15,29,17.350947,78.428631,Attapur,low,2,1.8,0,33.0,0.3222
T00080,D03,2025-09-04,3,36,S004,0,8,12,20,17.460514,78.340661,Kondapur,low,1,1.3,0,23.6,0.7018
T00081,D03,2025-09-04,3,36,S040,1,8,12,20,17.377617,78.447185,Attapur,low,1,1.3,0,33.9,0.7226
T00082,D03,2025-09-04,3,36,S048,2,8,12,24,17.425716,78.457286,SR Nagar,high,0,1.0,0,34.1,0.7576
T00083,D03,2025-09-04,3,36,S007,3,8,12,39,17.478788,78.394797,Kukatpally,medium,0,1.0,0,36.0,0.6029
T00084,D03,2025-09-04,3,36,S049,4,8,12,22,17.454455,78.462648,Ameerpet,medium,1,1.3,0,31.5,0.5389
T00085,D03,2025-09-04,3,36,S014,5,8,12,19,17.407665,78.406546,Tolichowki,high,1,1.3,0,35.3,0.5181
T00086,D03,2025-09-04,3,36,S041,6,8,12,29,17.406739,78.434117,Banjara Hills,high,0,1.0,0,30.9,0.619
T00087,D03,2025-09-04,3,36,S055,7,8,12,28,17.402114,78.404109,Manikonda,high,2,1.8,0,24.1,0.4219
T00088,D03,2025-09-05,4,36,S018,0,7,8,30,17.393739,78.577516,Uppal,medium,2,1.8,1,28.5,0.6819
T00089,D03,2025-09-05,4,36,S033,1,7,8,24,17.403076,78.449441,Mehdipatnam,low,0,1.0,1,39.5,0.7079
T00090,D03,2025-09-05,4,36,S035,2,7,8,27,17.403107,78.394264,Manikonda,low,2,1.8,1,25.8,0.5621
T00091,D03,2025-09-05,4,36,S032,3,7,8,21,17.338778,78.541035,LB Nagar,high,1,1.3,1,26.3,0.7156
T00092,D03,2025-09-05,4,36,S029,4,7,8,37,17.451067,78.449007,Ameerpet,high,0,1.0,1,34.8,0.6484
T00093,D03,2025-09-05,4,36,S006,5,7,8,15,17.456226,78.38511,Madhapur,high,1,1.3,1,27.6,0.4823
T00094,D03,2025-09-05,4,36,S039,6,7,8,20,17.349088,78.532414,Dilsukhnagar,high,0,1.0,1,34.6,0.4731
T00095,D04,2025-09-01,0,36,S019,0,7,15,26,17.375018,78.519925,Dilsukhnagar,medium,0,1.0,0,37.5,0.7808
T00096,D04,2025-09-01,0,36,S043,1,7,15,10,17.430977,78.371042,Hitech City,medium,1,1.3,0,44.0,0.7282
T00097,D04,2025-09-01,0,36,S026,2,7,15,36,17.455511,78.376082,Madhapur,medium,1,1.3,0,40.3,0.6641
T00098,D04,2025-09-01,0,36,S053,3,7,15,38,17.379992,78.428668,Mehdipatnam,low,1,1.3,0,38.1,0.6344
T00099,D04,2025-09-01,0,36,S049,4,7,15,45,17.454455,78.462648,Ameerpet,medium,0,1.0,0,42.7,0.6476
T00100,D04,2025-09-01,0,36,S036,5,7,15,11,17.433918,78.34896,Nanakramguda,low,1,1.3,0,38.7,0.5628
T00101,D04,2025-09-01,0,36,S003,6,7,15,25,17.45072,78.355071,Hitech City,high,1,1.3,0,36.3,0.4137
T00102,D04,2025-09-02,1,36,S006,0,7,10,28,17.456226,78.38511,Madhapur,high,1,1.3,0,34.4,0.8556
T00103,D04,2025-09-02,1,36,S015,1,7,10,40,17.40049,78.380798,Manikonda,low,0,1.0,0,43.2,0.7531
T00104,D04,2025-09-02,1,36,S054,2,7,10,42,17.385738,78.412244,Tolichowki,low,1,1.3,0,36.6,0.6888
T00105,D04,2025-09-02,1,36,S008,3,7,10,14,17.454085,78.460389,SR Nagar,high,0,1.0,0,40.1,0.7116
T00106,D04,2025-09-02,1,36,S030,4,7,10,42,17.4523,78.470675,Begumpet,low,2,1.8,0,38.0,0.436
T00107,D04,2025-09-02,1,36,S057,5,7,10,29,17.250451,78.446464,Shamshabad,high,0,1.0,0,43.1,0.6463
T00108,D04,2025-09-02,1,36,S042,6,7,10,38,17.42152,78.406019,Jubilee Hills,high,2,1.8,0,29.4,0.476
T00109,D04,2025-09-03,2,36,S022,0,6,13,25,17.420573,78.427002,Jubilee Hills,medium,2,1.8,0,30.8,0.7662
T00110,D04,2025-09-03,2,36,S036,1,6,13,40,17.433918,78.34896,Nanakramguda,low,0,1.0,0,40.0,0.7744
T00111,D04,2025-09-03,2,36,S049,2,6,13,34,17.454455,78.462648,Ameerpet,medium,2,1.8,0,38.1,0.6082
T00112,D04,2025-09-03,2,36,S035,3,6,13,12,17.403107,78.394264,Manikonda,low,0,1.0,0,40.6,0.5252
T00113,D04,2025-09-03,2,36,S025,4,6,13,31,17.443836,78.347622,Gachibowli,low,2,1.8,0,37.0,0.4325
T00114,D04,2025-09-03,2,36,S030,5,6,13,39,17.4523,78.470675,Begumpet,low,1,1.3,0,32.4,0.3236
T00115,D04,2025-09-04,3,36,S027,0,5,15,26,17.479162,78.396991,Kukatpally,high,1,1.3,0,34.5,0.8838
T00116,D04,2025-09-04,3,36,S056,1,5,15,44,17.408604,78.340433,Nanakramguda,high,2,1.8,0,36.7,0.7071
T00117,D04,2025-09-04,3,36,S042,2,5,15,41,17.42152,78.406019,Jubilee Hills,high,1,1.3,0,37.5,0.6075
T00118,D04,2025-09-04,3,36,S010,3,5,15,28,17.444894,78.477283,Begumpet,low,1,1.3,0,36.3,0.6133
T00119,D04,2025-09-04,3,36,S005,4,5,15,37,17.436781,78.346868,Gachibowli,high,1,1.3,0,41.9,0.5746
T00120,D04,2025-09-05,4,36,S029,0,4,8,13,17.451067,78.449007,Ameerpet,high,0,1.0,1,40.3,0.8087
T00121,D04,2025-09-05,4,36,S011,1,4,8,19,17.450823,78.517709,Secunderabad,high,1,1.3,1,37.0,0.7402
T00122,D04,2025-09-05,4,36,S045,2,4,8,21,17.422425,78.358029,Gachibowli,high,0,1.0,1,44.1,0.5658
T00123,D04,2025-09-05,4,36,S020,3,4,8,25,17.351995,78.422665,Attapur,low,2,1.8,1,28.8,0.3075
T00124,D05,2025-09-01,0,36,S030,0,6,12,20,17.4523,78.470675,Begumpet,low,1,1.3,0,35.2,0.6686
T00125,D05,2025-09-01,0,36,S017,1,6,12,29,17.267172,78.441002,Shamshabad,medium,2,1.8,0,29.2,0.5945
T00126,D05,2025-09-01,0,36,S043,2,6,12,22,17.430977,78.371042,Hitech City,medium,2,1.8,0,28.8,0.6777
T00127,D05,2025-09-01,0,36,S001,3,6,12,16,17.421177,78.4157,Banjara Hills,high,2,1.8,0,31.5,0.6261
T00128,D05,2025-09-01,0,36,S052,4,6,12,28,17.357064,78.56062,LB Nagar,low,2,1.8,0,35.1,0.3488
T00129,D05,2025-09-01,0,36,S060,5,6,12,35,17.350947,78.428631,Attapur,low,2,1.8,0,30.6,0.4149
T00130,D05,2025-09-02,1,36,S059,0,4,12,24,17.361455,78.514531,Dilsukhnagar,low,1,1.3,0,38.9,0.7753
T00131,D05,2025-09-02,1,36,S039,1,4,12,22,17.349088,78.532414,Dilsukhnagar,high,1,1.3,0,31.8,0.798
T00132,D05,2025-09-02,1,36,S048,2,4,12,18,17.425716,78.457286,SR Nagar,high,1,1.3,0,32.0,0.6795
T00133,D05,2025-09-02,1,36,S032,3,4,12,12,17.338778,78.541035,LB Nagar,high,2,1.8,0,30.0,0.527
T00134,D05,2025-09-03,2,36,S006,0,5,14,18,17.456226,78.38511,Madhapur,high,0,1.0,0,42.0,0.9573
T00135,D05,2025-09-03,2,36,S059,1,5,14,33,17.361455,78.514531,Dilsukhnagar,low,2,1.8,0,24.7,0.6972
T00136,D05,2025-09-03,2,36,S019,2,5,14,40,17.375018,78.519925,Dilsukhnagar,medium,0,1.0,0,37.7,0.7335
T00137,D05,2025-09-03,2,36,S021,3,5,14,31,17.425481,78.431837,Banjara Hills,medium,0,1.0,0,40.1,0.4751
T00138,D05,2025-09-03,2,36,S048,4,5,14,24,17.425716,78.457286,SR Nagar,high,1,1.3,0,31.9,0.6059
T00139,D05,2025-09-04,3,36,S055,0,7,8,17,17.402114,78.404109,Manikonda,high,0,1.0,1,34.7,0.8845
T00140,D05,2025-09-04,3,36,S052,1,7,8,33,17.357064,78.56062,LB Nagar,low,1,1.3,1,36.4,0.5684
T00141,D05,2025-09-04,3,36,S036,2,7,8,11,17.433918,78.34896,Nanakramguda,low,0,1.0,1,33.7,0.6013
T00142,D05,2025-09-04,3,36,S024,3,7,8,14,17.471983,78.356486,Kondapur,medium,1,1.3,1,30.2,0.5595
T00143,D05,2025-09-04,3,36,S006,4,7,8,29,17.456226,78.38511,Madhapur,high,1,1.3,1,34.2,0.4843
T00144,D05,2025-09-04,3,36,S051,5,7,8,41,17.419986,78.493917,Secunderabad,medium,0,1.0,1,37.8,0.3875
T00145,D05,2025-09-04,3,36,S026,6,7,8,44,17.455511,78.376082,Madhapur,medium,0,1.0,1,41.2,0.4412
T00146,D05,2025-09-05,4,36,S027,0,8,15,27,17.479162,78.396991,Kukatpally,high,1,1.3,0,37.6,0.7604
T00147,D05,2025-09-05,4,36,S038,1,8,15,38,17.387861,78.540641,Uppal,high,1,1.3,0,33.0,0.7764
T00148,D05,2025-09-05,4,36,S048,2,8,15,33,17.425716,78.457286,SR Nagar,high,2,1.8,0,31.9,0.72
T00149,D05,2025-09-05,4,36,S047,3,8,15,32,17.493205,78.414579,Kukatpally,medium,2,1.8,0,33.4,0.6548
T00150,D05,2025-09-05,4,36,S010,4,8,15,39,17.444894,78.477283,Begumpet,low,2,1.8,0,32.1,0.4294
T00151,D05,2025-09-05,4,36,S060,5,8,15,11,17.350947,78.428631,Attapur,low,0,1.0,0,41.6,0.6478
T00152,D05,2025-09-05,4,36,S042,6,8,15,23,17.42152,78.406019,Jubilee Hills,high,1,1.3,0,35.9,0.4676
T00153,D05,2025-09-05,4,36,S007,7,8,15,23,17.478788,78.394797,Kukatpally,medium,1,1.3,0,30.4,0.3504
T00154,D06,2025-09-01,0,36,S051,0,5,10,44,17.419986,78.493917,Secunderabad,medium,2,1.8,0,34.8,0.6612
T00155,D06,2025-09-01,0,36,S058,1,5,10,11,17.410075,78.556569,Uppal,low,0,1.0,0,48.9,0.7777
T00156,D06,2025-09-01,0,36,S039,2,5,10,11,17.349088,78.532414,Dilsukhnagar,high,1,1.3,0,44.4,0.6287
T00157,D06,2025-09-01,0,36,S001,3,5,10,36,17.421177,78.4157,Banjara Hills,high,0,1.0,0,42.1,0.6552
T00158,D06,2025-09-01,0,36,S018,4,5,10,42,17.393739,78.577516,Uppal,medium,1,1.3,0,41.5,0.4526
T00159,D06,2025-09-02,1,36,S033,0,7,16,11,17.403076,78.449441,Mehdipatnam,low,1,1.3,0,45.5,0.7342
T00160,D06,2025-09-02,1,36,S015,1,7,16,41,17.40049,78.380798,Manikonda,low,1,1.3,0,43.6,0.7392
T00161,D06,2025-09-02,1,36,S040,2,7,16,15,17.377617,78.447185,Attapur,low,1,1.3,0,41.6,0.5648
T00162,D06,2025-09-02,1,36,S003,3,7,16,45,17.45072,78.355071,Hitech City,high,1,1.3,0,43.8,0.7248
T00163,D06,2025-09-02,1,36,S047,4,7,16,43,17.493205,78.414579,Kukatpally,medium,1,1.3,0,41.3,0.5113
T00164,D06,2025-09-02,1,36,S051,5,7,16,17,17.419986,78.493917,Secunderabad,medium,1,1.3,0,45.7,0.5387
T00165,D06,2025-09-02,1,36,S043,6,7,16,45,17.430977,78.371042,Hitech City,medium,1,1.3,0,41.9,0.4013
T00166,D06,2025-09-03,2,36,S027,0,5,14,30,17.479162,78.396991,Kukatpally,high,1,1.3,0,40.2,0.8392
T00167,D06,2025-09-03,2,36,S022,1,5,14,33,17.420573,78.427002,Jubilee Hills,medium,1,1.3,0,46.7,0.6687
T00168,D06,2025-09-03,2,36,S053,2,5,14,15,17.379992,78.428668,Mehdipatnam,low,0,1.0,0,45.7,0.5586
T00169,D06,2025-09-03,2,36,S030,3,5,14,33,17.4523,78.470675,Begumpet,low,0,1.0,0,48.4,0.5773
T00170,D06,2025-09-03,2,36,S026,4,5,14,31,17.455511,78.376082,Madhapur,medium,1,1.3,0,38.8,0.4678
T00171,D06,2025-09-04,3,36,S023,0,7,12,32,17.457331,78.388244,Hitech City,low,1,1.3,0,45.1,0.6848
T00172,D06,2025-09-04,3,36,S056,1,7,12,16,17.408604,78.340433,Nanakramguda,high,1,1.3,0,44.5,0.7667
T00173,D06,2025-09-04,3,36,S043,2,7,12,17,17.430977,78.371042,Hitech City,medium,1,1.3,0,42.6,0.701
T00174,D06,2025-09-04,3,36,S049,3,7,12,45,17.454455,78.462648,Ameerpet,medium,2,1.8,0,33.7,0.4449
T00175,D06,2025-09-04,3,36,S028,4,7,12,27,17.460676,78.461678,SR Nagar,high,2,1.8,0,40.0,0.635
T00176,D06,2025-09-04,3,36,S047,5,7,12,32,17.493205,78.414579,Kukatpally,medium,2,1.8,0,38.0,0.3266
T00177,D06,2025-09-04,3,36,S004,6,7,12,35,17.460514,78.340661,Kondapur,low,2,1.8,0,42.1,0.4626
T00178,D06,2025-09-05,4,36,S048,0,4,14,20,17.425716,78.457286,SR Nagar,high,1,1.3,0,44.4,0.8279
T00179,D06,2025-09-05,4,36,S034,1,4,14,15,17.388436,78.418711,Tolichowki,high,1,1.3,0,43.6,0.8047
T00180,D06,2025-09-05,4,36,S014,2,4,14,15,17.407665,78.406546,Tolichowki,high,0,1.0,0,45.8,0.6544
T00181,D06,2025-09-05,4,36,S025,3,4,14,41,17.443836,78.347622,Gachibowli,low,1,1.3,0,39.9,0.397
T00182,D07,2025-09-01,0,36,S008,0,8,15,29,17.454085,78.460389,SR Nagar,high,1,1.3,0,32.3,0.7629
T00183,D07,2025-09-01,0,36,S023,1,8,15,13,17.457331,78.388244,Hitech City,low,1,1.3,0,36.7,0.6461
T00184,D07,2025-09-01,0,36,S028,2,8,15,26,17.460676,78.461678,SR Nagar,high,0,1.0,0,38.1,0.7579
T00185,D07,2025-09-01,0,36,S060,3,8,15,41,17.350947,78.428631,Attapur,low,0,1.0,0,38.0,0.626
T00186,D07,2025-09-01,0,36,S019,4,8,15,42,17.375018,78.519925,Dilsukhnagar,medium,1,1.3,0,32.3,0.5656
T00187,D07,2025-09-01,0,36,S044,5,8,15,32,17.474853,78.341767,Kondapur,low,1,1.3,0,39.6,0.4123
T00188,D07,2025-09-01,0,36,S055,6,8,15,14,17.402114,78.404109,Manikonda,high,0,1.0,0,40.6,0.6724
T00189,D07,2025-09-01,0,36,S038,7,8,15,35,17.387861,78.540641,Uppal,high,1,1.3,0,33.4,0.4269
T00190,D07,2025-09-02,1,36,S021,0,4,15,33,17.425481,78.431837,Banjara Hills,medium,2,1.8,0,27.4,0.6287
T00191,D07,2025-09-02,1,36,S011,1,4,15,25,17.450823,78.517709,Secunderabad,high,2,1.8,0,27.6,0.6268
T00192,D07,2025-09-02,1,36,S052,2,4,15,31,17.357064,78.56062,LB Nagar,low,2,1.8,0,31.6,0.4554
T00193,D07,2025-09-02,1,36,S040,3,4,15,14,17.377617,78.447185,Attapur,low,1,1.3,0,32.7,0.4558
T00194,D07,2025-09-03,2,36,S023,0,6,11,26,17.457331,78.388244,Hitech City,low,0,1.0,0,37.9,0.7395
T00195,D07,2025-09-03,2,36,S047,1,6,11,14,17.493205,78.414579,Kukatpally,medium,1,1.3,0,36.5,0.686
T00196,D07,2025-09-03,2,36,S053,2,6,11,38,17.379992,78.428668,Mehdipatnam,low,1,1.3,0,38.8,0.6567
T00197,D07,2025-09-03,2,36,S042,3,6,11,30,17.42152,78.406019,Jubilee Hills,high,2,1.8,0,33.2,0.5413
T00198,D07,2025-09-03,2,36,S058,4,6,11,38,17.410075,78.556569,Uppal,low,0,1.0,0,34.8,0.5596
T00199,D07,2025-09-03,2,36,S010,5,6,11,13,17.444894,78.477283,Begumpet,low,1,1.3,0,33.5,0.4129
T00200,D07,2025-09-04,3,36,S004,0,4,9,15,17.460514,78.340661,Kondapur,low,1,1.3,1,35.1,0.7268
T00201,D07,2025-09-04,3,36,S024,1,4,9,39,17.471983,78.356486,Kondapur,medium,1,1.3,1,27.7,0.6516
T00202,D07,2025-09-04,3,36,S054,2,4,9,22,17.385738,78.412244,Tolichowki,low,0,1.0,1,34.4,0.5143
T00203,D07,2025-09-04,3,36,S019,3,4,9,19,17.375018,78.519925,Dilsukhnagar,medium,1,1.3,1,37.4,0.466
T00204,D07,2025-09-05,4,36,S046,0,6,11,38,17.435908,78.389445,Madhapur,high,1,1.3,0,33.3,0.8587
T00205,D07,2025-09-05,4,36,S006,1,6,11,33,17.456226,78.38511,Madhapur,high,1,1.3,0,32.5,0.7689
T00206,D07,2025-09-05,4,36,S033,2,6,11,13,17.403076,78.449441,Mehdipatnam,low,1,1.3,0,36.0,0.6784
T00207,D07,2025-09-05,4,36,S042,3,6,11,14,17.42152,78.406019,Jubilee Hills,high,1,1.3,0,32.4,0.6312
T00208,D07,2025-09-05,4,36,S012,4,6,11,19,17.340319,78.556827,LB Nagar,high,0,1.0,0,41.4,0.6
T00209,D07,2025-09-05,4,36,S003,5,6,11,19,17.45072,78.355071,Hitech City,high,1,1.3,0,36.4,0.5517
T00210,D08,2025-09-01,0,36,S009,0,7,13,43,17.420552,78.440427,Ameerpet,low,2,1.8,0,29.9,0.6298
T00211,D08,2025-09-01,0,36,S039,1,7,13,42,17.349088,78.532414,Dilsukhnagar,high,1,1.3,0,33.3,0.7328
