trip_id,driver_id,stop_id,date,day_of_week,week_number,visit_hour,is_weekend,is_morning,is_afternoon,is_rush_hour,stop_sequence,stop_position_norm,daily_stop_count,daily_total_distance_km,area_density,driver_avg_speed_inferred,driver_avg_daily_visits,driver_avg_efficiency,store_visit_count,store_avg_duration,priority_encoded,latitude,longitude,traffic_category,traffic_multiplier,route_efficiency_score
T00021,D01,S039,2025-09-05,4,36,16,0,0,1,0,0,0.0,8,55.77523934965439,1,40.42638036809816,6.736196319018405,0.6140407975460123,73,26.356164383561644,3,17.349088,78.532414,1,1.3,0.8866
T00022,D01,S042,2025-09-05,4,36,16,0,0,1,0,1,0.125,8,55.77523934965439,1,40.42638036809816,6.736196319018405,0.6140407975460123,55,26.70909090909091,3,17.42152,78.406019,1,1.3,0.8675
T00023,D01,S021,2025-09-05,4,36,16,0,0,1,0,2,0.25,8,55.77523934965439,1,40.42638036809816,6.736196319018405,0.6140407975460123,70,27.742857142857144,2,17.425481,78.431837,1,1.3,0.5587
T00024,D01,S030,2025-09-05,4,36,16,0,0,1,0,3,0.375,8,55.77523934965439,1,40.42638036809816,6.736196319018405,0.6140407975460123,61,29.19672131147541,1,17.4523,78.470675,0,1.0,0.6723
T00025,D01,S029,2025-09-05,4,36,16,0,0,1,0,4,0.5,8,55.77523934965439,1,40.42638036809816,6.736196319018405,0.6140407975460123,55,26.727272727272727,3,17.451067,78.449007,1,1.3,0.5927
T00026,D01,S056,2025-09-05,4,36,16,0,0,1,0,5,0.625,8,55.77523934965439,1,40.42638036809816,6.736196319018405,0.6140407975460123,66,27.196969696969695,3,17.408604,78.340433,1,1.3,0.5838
T00027,D01,S044,2025-09-05,4,36,16,0,0,1,0,6,0.75,8,55.77523934965439,1,40.42638036809816,6.736196319018405,0.6140407975460123,58,27.396551724137932,1,17.474853,78.341767,0,1.0,0.5771
T00028,D01,S014,2025-09-05,4,36,16,0,0,1,0,7,0.875,8,55.77523934965439,1,40.42638036809816,6.736196319018405,0.6140407975460123,67,27.70149253731343,3,17.407665,78.406546,1,1.3,0.439
T00029,D02,S030,2025-09-01,0,36,15,0,0,1,0,0,0.0,8,53.53969333169392,1,43.95766666666666,6.38,0.6259416666666666,61,29.19672131147541,1,17.4523,78.470675,1,1.3,0.8321
T00030,D02,S004,2025-09-01,0,36,15,0,0,1,0,1,0.125,8,53.53969333169392,1,43.95766666666666,6.38,0.6259416666666666,67,27.059701492537314,1,17.460514,78.340661,1,1.3,0.6892
T00031,D02,S036,2025-09-01,0,36,15,0,0,1,0,2,0.25,8,53.53969333169392,2,43.95766666666666,6.38,0.6259416666666666,68,27.58823529411765,1,17.433918,78.34896,2,1.8,0.606
T00032,D02,S016,2025-09-01,0,36,15,0,0,1,0,3,0.375,8,53.53969333169392,2,43.95766666666666,6.38,0.6259416666666666,58,29.120689655172413,3,17.414185,78.345971,0,1.0,0.818
T00033,D02,S055,2025-09-01,0,36,15,0,0,1,0,4,0.5,8,53.53969333169392,1,43.95766666666666,6.38,0.6259416666666666,78,30.346153846153847,3,17.402114,78.404109,0,1.0,0.688
T00034,D02,S008,2025-09-01,0,36,15,0,0,1,0,5,0.625,8,53.53969333169392,1,43.95766666666666,6.38,0.6259416666666666,61,27.540983606557376,3,17.454085,78.460389,1,1.3,0.5582
T00035,D02,S060,2025-09-01,0,36,15,0,0,1,0,6,0.75,8,53.53969333169392,1,43.95766666666666,6.38,0.6259416666666666,79,27.40506329113924,1,17.350947,78.428631,1,1.3,0.4305
T00036,D02,S009,2025-09-01,0,36,15,0,0,1,0,7,0.875,8,53.53969333169392,1,43.95766666666666,6.38,0.6259416666666666,65,26.476923076923075,1,17.420552,78.440427,0,1.0,0.3628
T00037,D02,S022,2025-09-02,1,36,14,0,0,1,0,0,0.0,7,40.09380000673104,1,43.95766666666666,6.38,0.6259416666666666,54,27.64814814814815,2,17.420573,78.427002,1,1.3,0.7299
T00038,D02,S035,2025-09-02,1,36,14,0,0,1,0,1,0.14285714285714285,7,40.09380000673104,1,43.95766666666666,6.38,0.6259416666666666,64,26.640625,1,17.403107,78.394264,0,1.0,0.7026
T00039,D02,S030,2025-09-02,1,36,14,0,0,1,0,2,0.2857142857142857,7,40.09380000673104,1,43.95766666666666,6.38,0.6259416666666666,61,29.19672131147541,1,17.4523,78.470675,1,1.3,0.6995
T00040,D02,S027,2025-09-02,1,36,14,0,0,1,0,3,0.42857142857142855,7,40.09380000673104,1,43.95766666666666,6.38,0.6259416666666666,55,24.2,3,17.479162,78.396991,2,1.8,0.5836
T00041,D02,S004,2025-09-02,1,36,14,0,0,1,0,4,0.5714285714285714,7,40.09380000673104,1,43.95766666666666,6.38,0.6259416666666666,67,27.059701492537314,1,17.460514,78.340661,1,1.3,0.5849
T00042,D02,S014,2025-09-02,1,36,14,0,0,1,0,5,0.7142857142857143,7,40.09380000673104,2,43.95766666666666,6.38,0.6259416666666666,67,27.70149253731343,3,17.407665,78.406546,1,1.3,0.652
T00043,D02,S054,2025-09-02,1,36,14,0,0,1,0,6,0.8571428571428571,7,40.09380000673104,2,43.95766666666666,6.38,0.6259416666666666,52,28.615384615384617,1,17.385738,78.412244,2,1.8,0.3811
T00044,D02,S006,2025-09-03,2,36,15,0,0,1,0,0,0.0,4,16.786144097866305,1,43.95766666666666,6.38,0.6259416666666666,68,27.794117647058822,3,17.456226,78.38511,0,1.0,0.8758
T00045,D02,S042,2025-09-03,2,36,15,0,0,1,0,1,0.25,4,16.786144097866305,1,43.95766666666666,6.38,0.6259416666666666,55,26.70909090909091,3,17.42152,78.406019,0,1.0,0.7557
T00046,D02,S028,2025-09-03,2,36,15,0,0,1,0,2,0.5,4,16.786144097866305,1,43.95766666666666,6.38,0.6259416666666666,70,27.757142857142856,3,17.460676,78.461678,2,1.8,0.5616
T00047,D02,S009,2025-09-03,2,36,15,0,0,1,0,3,0.75,4,16.786144097866305,1,43.95766666666666,6.38,0.6259416666666666,65,26.476923076923075,1,17.420552,78.440427,0,1.0,0.5904
T00048,D02,S042,2025-09-04,3,36,8,0,1,0,1,0,0.0,5,46.127350406609224,1,43.95766666666666,6.38,0.6259416666666666,55,26.70909090909091,3,17.42152,78.406019,2,1.8,0.829
T00049,D02,S005,2025-09-04,3,36,8,0,1,0,1,1,0.2,5,46.127350406609224,1,43.95766666666666,6.38,0.6259416666666666,52,29.826923076923077,3,17.436781,78.346868,1,1.3,0.7366
T00050,D02,S050,2025-09-04,3,36,8,0,1,0,1,2,0.4,5,46.127350406609224,1,43.95766666666666,6.38,0.6259416666666666,57,26.92982456140351,3,17.441054,78.483686,0,1.0,0.7434
T00051,D02,S003,2025-09-04,3,36,8,0,1,0,1,3,0.6,5,46.127350406609224,1,43.95766666666666,6.38,0.6259416666666666,61,27.901639344262296,3,17.45072,78.355071,0,1.0,0.5722
T00052,D02,S049,2025-09-04,3,36,8,0,1,0,1,4,0.8,5,46.127350406609224,1,43.95766666666666,6.38,0.6259416666666666,79,28.468354430379748,2,17.454455,78.462648,1,1.3,0.399
T00053,D02,S026,2025-09-05,4,36,11,0,1,0,0,0,0.0,7,70.11582056912974,2,43.95766666666666,6.38,0.6259416666666666,59,30.35593220338983,2,17.455511,78.376082,0,1.0,0.7242
T00054,D02,S046,2025-09-05,4,36,11,0,1,0,0,1,0.14285714285714285,7,70.11582056912974,2,43.95766666666666,6.38,0.6259416666666666,53,28.849056603773583,3,17.435908,78.389445,2,1.8,0.7234
T00055,D02,S013,2025-09-05,4,36,11,0,1,0,0,2,0.2857142857142857,7,70.11582056912974,1,43.95766666666666,6.38,0.6259416666666666,54,24.59259259259259,1,17.388011,78.443607,1,1.3,0.5421
T00056,D02,S005,2025-09-05,4,36,11,0,1,0,0,3,0.42857142857142855,7,70.11582056912974,2,43.95766666666666,6.38,0.6259416666666666,52,29.826923076923077,3,17.436781,78.346868,1,1.3,0.6035
T00057,D02,S038,2025-09-05,4,36,11,0,1,0,0,4,0.5714285714285714,7,70.11582056912974,1,43.95766666666666,6.38,0.6259416666666666,62,27.516129032258064,3,17.387861,78.540641,2,1.8,0.6293
T00058,D02,S045,2025-09-05,4,36,11,0,1,0,0,5,0.7142857142857143,7,70.11582056912974,2,43.95766666666666,6.38,0.6259416666666666,67,26.955223880597014,3,17.422425,78.358029,2,1.8,0.5486
T00059,D02,S054,2025-09-05,4,36,11,0,1,0,0,6,0.8571428571428571,7,70.11582056912974,1,43.95766666666666,6.38,0.6259416666666666,52,28.615384615384617,1,17.385738,78.412244,2,1.8,0.3867
T00060,D03,S055,2025-09-01,0,36,11,0,1,0,0,0,0.0,6,58.98697037335935,1,30.81373801916933,6.552715654952077,0.6114067092651757,78,30.346153846153847,3,17.402114,78.404109,1,1.3,0.8211
T00061,D03,S016,2025-09-01,0,36,11,0,1,0,0,1,0.16666666666666666,6,58.98697037335935,1,30.81373801916933,6.552715654952077,0.6114067092651757,58,29.120689655172413,3,17.414185,78.345971,1,1.3,0.8467
T00062,D03,S054,2025-09-01,0,36,11,0,1,0,0,2,0.3333333333333333,6,58.98697037335935,1,30.81373801916933,6.552715654952077,0.6114067092651757,52,28.615384615384617,1,17.385738,78.412244,1,1.3,0.6317
T00063,D03,S006,2025-09-01,0,36,11,0,1,0,0,3,0.5,6,58.98697037335935,1,30.81373801916933,6.552715654952077,0.6114067092651757,68,27.794117647058822,3,17.456226,78.38511,1,1.3,0.6516
T00064,D03,S018,2025-09-01,0,36,11,0,1,0,0,4,0.6666666666666666,6,58.98697037335935,1,30.81373801916933,6.552715654952077,0.6114067092651757,63,28.428571428571427,2,17.393739,78.577516,1,1.3,0.5164
T00065,D03,S029,2025-09-01,0,36,11,0,1,0,0,5,0.8333333333333334,6,58.98697037335935,1,30.81373801916933,6.552715654952077,0.6114067092651757,55,26.727272727272727,3,17.451067,78.449007,1,1.3,0.5589
T00066,D03,S043,2025-09-02,1,36,13,0,0,1,0,0,0.0,6,80.39643086982657,1,30.81373801916933,6.552715654952077,0.6114067092651757,56,26.553571428571427,2,17.430977,78.371042,1,1.3,0.72
T00067,D03,S038,2025-09-02,1,36,13,0,0,1,0,1,0.16666666666666666,6,80.39643086982657,1,30.81373801916933,6.552715654952077,0.6114067092651757,62,27.516129032258064,3,17.387861,78.540641,1,1.3,0.8314
T00068,D03,S024,2025-09-02,1,36,13,0,0,1,0,2,0.3333333333333333,6,80.39643086982657,1,30.81373801916933,6.552715654952077,0.6114067092651757,72,26.555555555555557,2,17.471983,78.356486,1,1.3,0.7107
T00069,D03,S031,2025-09-02,1,36,13,0,0,1,0,3,0.5,6,80.39643086982657,1,30.81373801916933,6.552715654952077,0.6114067092651757,56,25.821428571428573,2,17.443858,78.497844,1,1.3,0.5988
T00070,D03,S036,2025-09-02,1,36,13,0,0,1,0,4,0.6666666666666666,6,80.39643086982657,1,30.81373801916933,6.552715654952077,0.6114067092651757,68,27.58823529411765,1,17.433918,78.34896,2,1.8,0.4638
T00071,D03,S034,2025-09-02,1,36,13,0,0,1,0,5,0.8333333333333334,6,80.39643086982657,1,30.81373801916933,6.552715654952077,0.6114067092651757,61,26.901639344262296,3,17.388436,78.418711,2,1.8,0.4382
T00072,D03,S009,2025-09-03,2,36,15,0,0,1,0,0,0.0,8,92.42364113598799,1,30.81373801916933,6.552715654952077,0.6114067092651757,65,26.476923076923075,1,17.420552,78.440427,0,1.0,0.8148
T00073,D03,S018,2025-09-03,2,36,15,0,0,1,0,1,0.125,8,92.42364113598799,1,30.81373801916933,6.552715654952077,0.6114067092651757,63,28.428571428571427,2,17.393739,78.577516,1,1.3,0.6543
T00074,D03,S003,2025-09-03,2,36,15,0,0,1,0,2,0.25,8,92.42364113598799,1,30.81373801916933,6.552715654952077,0.6114067092651757,61,27.901639344262296,3,17.45072,78.355071,2,1.8,0.7755
T00075,D03,S004,2025-09-03,2,36,15,0,0,1,0,3,0.375,8,92.42364113598799,1,30.81373801916933,6.552715654952077,0.6114067092651757,67,27.059701492537314,1,17.460514,78.340661,1,1.3,0.5342
T00076,D03,S036,2025-09-03,2,36,15,0,0,1,0,4,0.5,8,92.42364113598799,1,30.81373801916933,6.552715654952077,0.6114067092651757,68,27.58823529411765,1,17.433918,78.34896,2,1.8,0.4281
T00077,D03,S019,2025-09-03,2,36,15,0,0,1,0,5,0.625,8,92.42364113598799,1,30.81373801916933,6.552715654952077,0.6114067092651757,48,29.875,2,17.375018,78.519925,0,1.0,0.6081
T00078,D03,S045,2025-09-03,2,36,15,0,0,1,0,6,0.75,8,92.42364113598799,1,30.81373801916933,6.552715654952077,0.6114067092651757,67,26.955223880597014,3,17.422425,78.358029,0,1.0,0.5761
T00079,D03,S060,2025-09-03,2,36,15,0,0,1,0,7,0.875,8,92.42364113598799,1,30.81373801916933,6.552715654952077,0.6114067092651757,79,27.40506329113924,1,17.350947,78.428631,2,1.8,0.3222
T00080,D03,S004,2025-09-04,3,36,12,0,0,1,0,0,0.0,8,50.659977293906586,1,30.81373801916933,6.552715654952077,0.6114067092651757,67,27.059701492537314,1,17.460514,78.340661,1,1.3,0.7018
T00081,D03,S040,2025-09-04,3,36,12,0,0,1,0,1,0.125,8,50.659977293906586,1,30.81373801916933,6.552715654952077,0.6114067092651757,61,26.78688524590164,1,17.377617,78.447185,1,1.3,0.7226
T00082,D03,S048,2025-09-04,3,36,12,0,0,1,0,2,0.25,8,50.659977293906586,1,30.81373801916933,6.552715654952077,0.6114067092651757,63,25.22222222222222,3,17.425716,78.457286,0,1.0,0.7576
T00083,D03,S007,2025-09-04,3,36,12,0,0,1,0,3,0.375,8,50.659977293906586,1,30.81373801916933,6.552715654952077,0.6114067092651757,62,28.70967741935484,2,17.478788,78.394797,0,1.0,0.6029
T00084,D03,S049,2025-09-04,3,36,12,0,0,1,0,4,0.5,8,50.659977293906586,1,30.81373801916933,6.552715654952077,0.6114067092651757,79,28.468354430379748,2,17.454455,78.462648,1,1.3,0.5389
T00085,D03,S014,2025-09-04,3,36,12,0,0,1,0,5,0.625,8,50.659977293906586,1,30.81373801916933,6.552715654952077,0.6114067092651757,67,27.70149253731343,3,17.407665,78.406546,1,1.3,0.5181
T00086,D03,S041,2025-09-04,3,36,12,0,0,1,0,6,0.75,8,50.659977293906586,1,30.81373801916933,6.552715654952077,0.6114067092651757,65,26.615384615384617,3,17.406739,78.434117,0,1.0,0.619
T00087,D03,S055,2025-09-04,3,36,12,0,0,1,0,7,0.875,8,50.659977293906586,1,30.81373801916933,6.552715654952077,0.6114067092651757,78,30.346153846153847,3,17.402114,78.404109,2,1.8,0.4219
T00088,D03,S018,2025-09-05,4,36,8,0,1,0,1,0,0.0,7,78.9291731089135,1,30.81373801916933,6.552715654952077,0.6114067092651757,63,28.428571428571427,2,17.393739,78.577516,2,1.8,0.6819
T00089,D03,S033,2025-09-05,4,36,8,0,1,0,1,1,0.14285714285714285,7,78.9291731089135,1,30.81373801916933,6.552715654952077,0.6114067092651757,43,28.88372093023256,1,17.403076,78.449441,0,1.0,0.7079
T00090,D03,S035,2025-09-05,4,36,8,0,1,0,1,2,0.2857142857142857,7,78.9291731089135,1,30.81373801916933,6.552715654952077,0.6114067092651757,64,26.640625,1,17.403107,78.394264,2,1.8,0.5621
T00091,D03,S032,2025-09-05,4,36,8,0,1,0,1,3,0.42857142857142855,7,78.9291731089135,1,30.81373801916933,6.552715654952077,0.6114067092651757,55,26.87272727272727,3,17.338778,78.541035,1,1.3,0.7156
T00092,D03,S029,2025-09-05,4,36,8,0,1,0,1,4,0.5714285714285714,7,78.9291731089135,1,30.81373801916933,6.552715654952077,0.6114067092651757,55,26.727272727272727,3,17.451067,78.449007,0,1.0,0.6484
T00093,D03,S006,2025-09-05,4,36,8,0,1,0,1,5,0.7142857142857143,7,78.9291731089135,1,30.81373801916933,6.552715654952077,0.6114067092651757,68,27.794117647058822,3,17.456226,78.38511,1,1.3,0.4823
T00094,D03,S039,2025-09-05,4,36,8,0,1,0,1,6,0.8571428571428571,7,78.9291731089135,1,30.81373801916933,6.552715654952077,0.6114067092651757,73,26.356164383561644,3,17.349088,78.532414,0,1.0,0.4731
T00095,D04,S019,2025-09-01,0,36,15,0,0,1,0,0,0.0,7,53.12299165196681,1,37.24664429530201,6.275167785234899,0.6102637583892617,48,29.875,2,17.375018,78.519925,0,1.0,0.7808
T00096,D04,S043,2025-09-01,0,36,15,0,0,1,0,1,0.14285714285714285,7,53.12299165196681,2,37.24664429530201,6.275167785234899,0.6102637583892617,56,26.553571428571427,2,17.430977,78.371042,1,1.3,0.7282
T00097,D04,S026,2025-09-01,0,36,15,0,0,1,0,2,0.2857142857142857,7,53.12299165196681,1,37.24664429530201,6.275167785234899,0.6102637583892617,59,30.35593220338983,2,17.455511,78.376082,1,1.3,0.6641
T00098,D04,S053,2025-09-01,0,36,15,0,0,1,0,3,0.42857142857142855,7,53.12299165196681,1,37.24664429530201,6.275167785234899,0.6102637583892617,52,27.78846153846154,1,17.379992,78.428668,1,1.3,0.6344
T00099,D04,S049,2025-09-01,0,36,15,0,0,1,0,4,0.5714285714285714,7,53.12299165196681,1,37.24664429530201,6.275167785234899,0.6102637583892617,79,28.468354430379748,2,17.454455,78.462648,0,1.0,0.6476
T00100,D04,S036,2025-09-01,0,36,15,0,0,1,0,5,0.7142857142857143,7,53.12299165196681,1,37.24664429530201,6.275167785234899,0.6102637583892617,68,27.58823529411765,1,17.433918,78.34896,1,1.3,0.5628
T00101,D04,S003,2025-09-01,0,36,15,0,0,1,0,6,0.8571428571428571,7,53.12299165196681,2,37.24664429530201,6.275167785234899,0.6102637583892617,61,27.901639344262296,3,17.45072,78.355071,1,1.3,0.4137
T00102,D04,S006,2025-09-02,1,36,10,0,1,0,0,0,0.0,7,62.290093436476276,1,37.24664429530201,6.275167785234899,0.6102637583892617,68,27.794117647058822,3,17.456226,78.38511,1,1.3,0.8556
T00103,D04,S015,2025-09-02,1,36,10,0,1,0,0,1,0.14285714285714285,7,62.290093436476276,1,37.24664429530201,6.275167785234899,0.6102637583892617,54,28.98148148148148,1,17.40049,78.380798,0,1.0,0.7531
T00104,D04,S054,2025-09-02,1,36,10,0,1,0,0,2,0.2857142857142857,7,62.290093436476276,1,37.24664429530201,6.275167785234899,0.6102637583892617,52,28.615384615384617,1,17.385738,78.412244,1,1.3,0.6888
T00105,D04,S008,2025-09-02,1,36,10,0,1,0,0,3,0.42857142857142855,7,62.290093436476276,1,37.24664429530201,6.275167785234899,0.6102637583892617,61,27.540983606557376,3,17.454085,78.460389,0,1.0,0.7116
T00106,D04,S030,2025-09-02,1,36,10,0,1,0,0,4,0.5714285714285714,7,62.290093436476276,1,37.24664429530201,6.275167785234899,0.6102637583892617,61,29.19672131147541,1,17.4523,78.470675,2,1.8,0.436
T00107,D04,S057,2025-09-02,1,36,10,0,1,0,0,5,0.7142857142857143,7,62.290093436476276,1,37.24664429530201,6.275167785234899,0.6102637583892617,57,27.789473684210527,3,17.250451,78.446464,0,1.0,0.6463
T00108,D04,S042,2025-09-02,1,36,10,0,1,0,0,6,0.8571428571428571,7,62.290093436476276,1,37.24664429530201,6.275167785234899,0.6102637583892617,55,26.70909090909091,3,17.42152,78.406019,2,1.8,0.476
T00109,D04,S022,2025-09-03,2,36,13,0,0,1,0,0,0.0,6,49.71325330482077,1,37.24664429530201,6.275167785234899,0.6102637583892617,54,27.64814814814815,2,17.420573,78.427002,2,1.8,0.7662
T00110,D04,S036,2025-09-03,2,36,13,0,0,1,0,1,0.16666666666666666,6,49.71325330482077,1,37.24664429530201,6.275167785234899,0.6102637583892617,68,27.58823529411765,1,17.433918,78.34896,0,1.0,0.7744
T00111,D04,S049,2025-09-03,2,36,13,0,0,1,0,2,0.3333333333333333,6,49.71325330482077,1,37.24664429530201,6.275167785234899,0.6102637583892617,79,28.468354430379748,2,17.454455,78.462648,2,1.8,0.6082
T00112,D04,S035,2025-09-03,2,36,13,0,0,1,0,3,0.5,6,49.71325330482077,1,37.24664429530201,6.275167785234899,0.6102637583892617,64,26.640625,1,17.403107,78.394264,0,1.0,0.5252
T00113,D04,S025,2025-09-03,2,36,13,0,0,1,0,4,0.6666666666666666,6,49.71325330482077,1,37.24664429530201,6.275167785234899,0.6102637583892617,54,30.11111111111111,1,17.443836,78.347622,2,1.8,0.4325
T00114,D04,S030,2025-09-03,2,36,13,0,0,1,0,5,0.8333333333333334,6,49.71325330482077,1,37.24664429530201,6.275167785234899,0.6102637583892617,61,29.19672131147541,1,17.4523,78.470675,1,1.3,0.3236
T00115,D04,S027,2025-09-04,3,36,15,0,0,1,0,0,0.0,5,38.840718484721194,1,37.24664429530201,6.275167785234899,0.6102637583892617,55,24.2,3,17.479162,78.396991,1,1.3,0.8838
T00116,D04,S056,2025-09-04,3,36,15,0,0,1,0,1,0.2,5,38.840718484721194,1,37.24664429530201,6.275167785234899,0.6102637583892617,66,27.196969696969695,3,17.408604,78.340433,2,1.8,0.7071
T00117,D04,S042,2025-09-04,3,36,15,0,0,1,0,2,0.4,5,38.840718484721194,1,37.24664429530201,6.275167785234899,0.6102637583892617,55,26.70909090909091,3,17.42152,78.406019,1,1.3,0.6075
T00118,D04,S010,2025-09-04,3,36,15,0,0,1,0,3,0.6,5,38.840718484721194,1,37.24664429530201,6.275167785234899,0.6102637583892617,60,28.166666666666668,1,17.444894,78.477283,1,1.3,0.6133
T00119,D04,S005,2025-09-04,3,36,15,0,0,1,0,4,0.8,5,38.840718484721194,1,37.24664429530201,6.275167785234899,0.6102637583892617,52,29.826923076923077,3,17.436781,78.346868,1,1.3,0.5746
T00120,D04,S029,2025-09-05,4,36,8,0,1,0,1,0,0.0,4,34.92959396808828,1,37.24664429530201,6.275167785234899,0.6102637583892617,55,26.727272727272727,3,17.451067,78.449007,0,1.0,0.8087
T00121,D04,S011,2025-09-05,4,36,8,0,1,0,1,1,0.25,4,34.92959396808828,1,37.24664429530201,6.275167785234899,0.6102637583892617,44,25.84090909090909,3,17.450823,78.517709,1,1.3,0.7402
T00122,D04,S045,2025-09-05,4,36,8,0,1,0,1,2,0.5,4,34.92959396808828,1,37.24664429530201,6.275167785234899,0.6102637583892617,67,26.955223880597014,3,17.422425,78.358029,0,1.0,0.5658
T00123,D04,S020,2025-09-05,4,36,8,0,1,0,1,3,0.75,4,34.92959396808828,1,37.24664429530201,6.275167785234899,0.6102637583892617,52,26.75,1,17.351995,78.422665,2,1.8,0.3075
T00124,D05,S030,2025-09-01,0,36,12,0,0,1,0,0,0.0,6,76.33092019901127,1,35.436,6.293333333333333,0.6182393333333334,61,29.19672131147541,1,17.4523,78.470675,1,1.3,0.6686
T00125,D05,S017,2025-09-01,0,36,12,0,0,1,0,1,0.16666666666666666,6,76.33092019901127,1,35.436,6.293333333333333,0.6182393333333334,70,28.814285714285713,2,17.267172,78.441002,2,1.8,0.5945
T00126,D05,S043,2025-09-01,0,36,12,0,0,1,0,2,0.3333333333333333,6,76.33092019901127,1,35.436,6.293333333333333,0.6182393333333334,56,26.553571428571427,2,17.430977,78.371042,2,1.8,0.6777
